sample,strategy,strategy_price_type,return_basis,round_trip_ticks,nobs,trade_count,trade_rate,avg_daily,avg_ann,avg_ann_pct,vol_ann,vol_ann_pct,sharpe,success_rate,max_drawdown,avg_trade_return,avg_trade_return_bp,t_stat_mean,p_value_mean,symbol
replication,timing_agree_ONFH_ROD,paper_statistical,r_LH,2,2424,1779,0.7339108910891089,7.199822651467286e-05,0.0181435530816975,1.814355308169756,0.0452398708249272,4.523987082492726,0.4010522742629147,0.3580858085808581,-0.1149554414749344,7.199822651467286e-05,0.7199822651467286,1.2438471654637084,0.2136761384934358,NQ.v.0
replication,timing_rROD,paper_statistical,r_LH,2,2424,2424,1.0,4.693218534435355e-05,0.011826910706777,1.1826910706777094,0.0511875760868981,5.118757608689811,0.2310504151769025,0.4731848184818482,-0.1831744624360592,4.693218534435355e-05,0.4693218534435355,0.7165933780707107,0.4736940941553527,NQ.v.0
replication,always_long,paper_statistical,r_LH,2,2424,2424,1.0,-0.0001603477715084,-0.0404076384201345,-4.040763842013457,0.0512370649474575,5.123706494745757,-0.7886407713160711,0.4855610561056105,-0.3642447777850645,-0.0001603477715084,-1.603477715084705,-2.4459369785982936,0.0145183002615749,NQ.v.0
replication,timing_rONFH,paper_statistical,r_LH,3,2424,2424,1.0,-4.8578705835553926e-05,-0.0122418338705595,-1.224183387055959,0.0512495421203109,5.124954212031092,-0.238867185229114,0.4715346534653465,-0.3087864078579099,-4.8578705835553926e-05,-0.4857870583555392,-0.74083676950988,0.4588642039730493,NQ.v.0
replication,timing_agree_ONFH_ROD,paper_statistical,r_LH,3,2424,1779,0.7339108910891089,2.3663084709799407e-05,0.0059630973468694,0.596309734686945,0.0452578982620248,4.525789826202482,0.131758158815629,0.3477722772277227,-0.1990196853457815,2.3663084709799407e-05,0.236630847097994,0.4086425209051408,0.6828381331549691,NQ.v.0
replication,timing_rROD,paper_statistical,r_LH,3,2424,2424,1.0,-1.95495765626197e-05,-0.0049264932937801,-0.4926493293780165,0.0512089583623793,5.120895836237939,-0.0962037395667748,0.4591584158415842,-0.2891289607761771,-1.95495765626197e-05,-0.195495765626197,-0.2983719491107918,0.765444879854329,NQ.v.0
replication,always_long,paper_statistical,r_LH,3,2424,2424,1.0,-0.0002268295334154,-0.0571610424206918,-5.716104242069183,0.0512442768229585,5.12442768229585,-1.1154619786747093,0.4707095709570957,-0.4517700876224396,-0.0002268295334154,-2.2682953341544376,-3.459559537237551,0.0005504103776599,NQ.v.0
replication,timing_rONFH,executable_next_open,r_LH_executable,0,2424,2424,1.0,0.0001511789877432,0.0380971049113036,3.809710491130362,0.051134621255392,5.113462125539205,0.7450354373610689,0.5144389438943895,-0.077207840819207,0.0001511789877432,1.5117898774326837,2.31069682533221,0.0209331980558682,NQ.v.0
replication,timing_agree_ONFH_ROD,executable_next_open,r_LH_executable,0,2424,1779,0.7339108910891089,0.0001685927877519,0.0424853825134945,4.248538251349456,0.0451857502718466,4.518575027184666,0.9402385101031596,0.3778877887788779,-0.0548704451031621,0.0001685927877519,1.6859278775196254,2.916111142371798,0.0035768020563962,NQ.v.0
replication,timing_rROD,executable_next_open,r_LH_executable,0,2424,2424,1.0,0.0001796860739792,0.045280890642783,4.528089064278304,0.0511113651379409,5.111136513794093,0.8859260659655162,0.5004125412541254,-0.0683111167658435,0.0001796860739792,1.796860739792978,2.7476633264002404,0.0060466027509002,NQ.v.0
