sample,round_trip_tick_cost,one_way_tick_cost,round_trip_cost_usd_per_contract,one_way_cost_usd_per_contract,n_trades,avg_gross_return_bp,avg_net_return_bp,annualized_return_pct,annualized_volatility_pct,sharpe,max_drawdown_pct,cumulative_net_return_pct
replication,0,0.0,0.0,0.0,2379,0.31352800463345015,0.31352800463345015,0.7900905716762944,0.9751126202731651,0.8102557132887489,-2.7828956988331877,7.69563525781336
replication,1,0.5,15.625,7.8125,2379,0.31352800463345015,-0.9199165601999373,-2.318189731703842,0.9750013225405647,-2.377627268918288,-20.98274491836709,-19.692445923421953
replication,2,1.0,31.25,15.625,2379,0.31352800463345015,-2.1533611250333253,-5.426470035083979,0.9749367220115858,-5.565971526734114,-40.24820967913857,-40.11763349678623
replication,3,1.5,46.875,23.4375,2379,0.31352800463345015,-3.3868056898667125,-8.534750338464116,0.9749188279690444,-8.754318917241294,-55.355324832068455,-55.34955753131043
oos,0,0.0,0.0,0.0,1221,0.9086485388196385,0.9086485388196385,2.289794317825489,1.0464838021249285,2.1880838606158712,-1.1722287837943601,11.703293111428081
oos,1,0.5,15.625,7.8125,1221,0.9086485388196385,-0.43213758311755385,-1.0889867094562358,1.0460135698157609,-1.0410827745265714,-5.266000874959231,-5.164836039937315
oos,2,1.0,31.25,15.625,1221,0.9086485388196385,-1.7729237050547462,-4.467767736737961,1.0457625198171512,-4.272258425860527,-19.516036947089578,-19.48751332572072
oos,3,1.5,46.875,23.4375,1221,0.9086485388196385,-3.113709826991939,-7.846548764019685,1.045730809987286,-7.503411670652684,-31.636569324437435,-31.64858703157091
