pipeline_version,spec,training_method,training_description,strict_replication_end,test_start,test_end,n_test,first_training_cutoff_date,last_training_cutoff_date,mspe_model,mspe_benchmark,r2_oos,r2_oos_x100,forecast_strategy_sharpe,forecast_strategy_return_basis
boundary_corrected_v1,eq5_onfh,expanding,Re-estimate each prediction day using strict replication sample plus prior OOS observations,2020-05-01,2021-01-05,2025-12-31,1228,2020-05-01,2025-12-30,2.948386938814956e-07,2.947619036088282e-07,-0.000260516273396183,-0.0260516273396183,0.3515756173860747,r_LH_executable
boundary_corrected_v1,eq5_onfh,frozen_2020,Estimate once using strict replication sample through 2020-05-01; hold fixed through OOS,2020-05-01,2021-01-05,2025-12-31,1228,2020-05-01,2020-05-01,2.9462305450697695e-07,2.9466528563238016e-07,0.00014331897058239562,0.014331897058239562,0.5083741307745571,r_LH_executable
boundary_corrected_v1,eq6_onfh_m_slh,expanding,Re-estimate each prediction day using strict replication sample plus prior OOS observations,2020-05-01,2021-01-05,2025-12-31,1228,2020-05-01,2025-12-30,3.1250417040134863e-07,2.947619036088282e-07,-0.06019185849764952,-6.019185849764952,-0.1982184968181913,r_LH_executable
boundary_corrected_v1,eq6_onfh_m_slh,frozen_2020,Estimate once using strict replication sample through 2020-05-01; hold fixed through OOS,2020-05-01,2021-01-05,2025-12-31,1228,2020-05-01,2020-05-01,3.1805005858486563e-07,2.9466528563238016e-07,-0.0793604611493326,-7.9360461149332595,-0.16569959207235704,r_LH_executable
boundary_corrected_v1,eq7_rod,expanding,Re-estimate each prediction day using strict replication sample plus prior OOS observations,2020-05-01,2021-01-05,2025-12-31,1228,2020-05-01,2025-12-30,2.949751142334688e-07,2.947619036088282e-07,-0.0007233316857784278,-0.07233316857784278,-0.5158235521057688,r_LH_executable
boundary_corrected_v1,eq7_rod,frozen_2020,Estimate once using strict replication sample through 2020-05-01; hold fixed through OOS,2020-05-01,2021-01-05,2025-12-31,1228,2020-05-01,2020-05-01,2.949979888892646e-07,2.9466528563238016e-07,-0.0011290887427422014,-0.11290887427422014,-0.0730244777413336,r_LH_executable
