N,abs_value,bad_price_rows,calendar_close_clock,check,current_raw_symbol,detail,drop_reason,duplicate_rows,end_date,equation,expected_source_clock,gap_days,handling,include,item,missing_boundary_sources,newey_west_lag_rule,ny_date,p_close,p_close_minus_30,p_close_minus_60,p_open_plus_30,p_previous_close,prediction_date,previous_close_raw_symbol,previous_trade_date,record_type,rows,sample,severity,source_close_ts_new_york,source_close_ts_utc,start_date,status,symbol,trade_date,training_cutoff_date,utc_date,value,variable,weekday
,,,,,,duplicate_rows=0; raw_rows=5231196,,,,,,,,,raw_duplicate_symbol_instrument_ts_event,,,,,,,,,,,,status,,,,,,,PASS,ES.v.0,,,,,,
,,,,,,bad_price_rows=0,,,,,,,,,raw_nonpositive_nan_inf_prices,,,,,,,,,,,,status,,,,,,,PASS,ES.v.0,,,,,,
,,,,,,mismatch_dates=61; included_mismatches=0,,,,,,,,,roll_alignment_no_cross_contract_returns,,,,,,,,,,,,status,,,,,,,PASS,ES.v.0,,,,,,
,,,,,,included_rows=3667; gaps_gt_1_day=761; non_prior_prev_rows=0,,,,,,,,,previous_close_from_prior_available_trading_day,,,,,,,,,,,,status,,,,,,,PASS,ES.v.0,,,,,,
,,,,,,INCLUDED: 3667,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,ES.v.0,,,,,,
,,,,,,calendar_closed: 1701,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,ES.v.0,,,,,,
,,,,,,calendar_closed;missing_previous_close: 3,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,ES.v.0,,,,,,
,,,,,,calendar_closed;previous_close_cross_instrument: 1,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,ES.v.0,,,,,,
,,,,,,calendar_early_close_before_effective_close: 32,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,ES.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:close_minus_60,close_minus_30,close,lh_entry_next_open: 1",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,ES.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:window_start,open_plus_30,close_minus_60,close_minus_30,close,lh_entry_next_open: 6",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,ES.v.0,,,,,,
,,,,,,missing_previous_close: 2,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,ES.v.0,,,,,,
,,,,,,previous_close_cross_instrument: 60,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,ES.v.0,,,,,,
,,,,,,missing_boundary_dates=1744; included_missing=0,,,,,,,,,missing_exact_boundaries_are_dropped,,,,,,,,,,,,status,,,,,,,PASS,ES.v.0,,,,,,
,,,,,,early_close_dates=32; included_early_closes=0,,,,,,,,,early_closes_deleted_main_sample,,,,,,,,,,,,status,,,,,,,PASS,ES.v.0,,,,,,
,,,,,,max_error=4.441e-16; failures=0,,,,,,,,,rod_identity_error_lt_1e-10,,,,,,,,,,,,status,,,,,,,PASS,ES.v.0,,,,,,
,,,,,,train_end=2020-05-29; oos_rows=1224; oos_rows_not_after_train_end=0,,,,,,,,,oos_fixed_split_no_future_training_data,,,,,,,,,,,,status,,,,,,,PASS,ES.v.0,,,,,,
,,,,,,has_LH=True; has_LH_executable=True,,,,,,,,,strategy_statistical_and_executable_lh_separated,,,,,,,,,,,,status,,,,,,,PASS,ES.v.0,,,,,,
,,,,,,duplicate_rows=0; raw_rows=5056471,,,,,,,,,raw_duplicate_symbol_instrument_ts_event,,,,,,,,,,,,status,,,,,,,PASS,NQ.v.0,,,,,,
,,,,,,bad_price_rows=0,,,,,,,,,raw_nonpositive_nan_inf_prices,,,,,,,,,,,,status,,,,,,,PASS,NQ.v.0,,,,,,
,,,,,,mismatch_dates=61; included_mismatches=0,,,,,,,,,roll_alignment_no_cross_contract_returns,,,,,,,,,,,,status,,,,,,,PASS,NQ.v.0,,,,,,
,,,,,,included_rows=3667; gaps_gt_1_day=764; non_prior_prev_rows=0,,,,,,,,,previous_close_from_prior_available_trading_day,,,,,,,,,,,,status,,,,,,,PASS,NQ.v.0,,,,,,
,,,,,,INCLUDED: 3667,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,NQ.v.0,,,,,,
,,,,,,calendar_closed: 1701,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,NQ.v.0,,,,,,
,,,,,,calendar_closed;missing_previous_close: 3,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,NQ.v.0,,,,,,
,,,,,,calendar_closed;previous_close_cross_instrument: 1,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,NQ.v.0,,,,,,
,,,,,,calendar_early_close_before_effective_close: 32,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,NQ.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:close_minus_60,close_minus_30,close,lh_entry_next_open: 1",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,NQ.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:window_start,open_plus_30,close_minus_60,close_minus_30,close,lh_entry_next_open: 6",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,NQ.v.0,,,,,,
,,,,,,missing_previous_close: 2,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,NQ.v.0,,,,,,
,,,,,,previous_close_cross_instrument: 60,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,NQ.v.0,,,,,,
,,,,,,missing_boundary_dates=1744; included_missing=0,,,,,,,,,missing_exact_boundaries_are_dropped,,,,,,,,,,,,status,,,,,,,PASS,NQ.v.0,,,,,,
,,,,,,early_close_dates=32; included_early_closes=0,,,,,,,,,early_closes_deleted_main_sample,,,,,,,,,,,,status,,,,,,,PASS,NQ.v.0,,,,,,
,,,,,,max_error=4.441e-16; failures=0,,,,,,,,,rod_identity_error_lt_1e-10,,,,,,,,,,,,status,,,,,,,PASS,NQ.v.0,,,,,,
,,,,,,train_end=2020-05-29; oos_rows=1224; oos_rows_not_after_train_end=0,,,,,,,,,oos_fixed_split_no_future_training_data,,,,,,,,,,,,status,,,,,,,PASS,NQ.v.0,,,,,,
,,,,,,has_LH=True; has_LH_executable=True,,,,,,,,,strategy_statistical_and_executable_lh_separated,,,,,,,,,,,,status,,,,,,,PASS,NQ.v.0,,,,,,
,,,,,,duplicate_rows=0; raw_rows=5187751,,,,,,,,,raw_duplicate_symbol_instrument_ts_event,,,,,,,,,,,,status,,,,,,,PASS,GC.v.0,,,,,,
,,,,,,bad_price_rows=0,,,,,,,,,raw_nonpositive_nan_inf_prices,,,,,,,,,,,,status,,,,,,,PASS,GC.v.0,,,,,,
,,,,,,mismatch_dates=77; included_mismatches=0,,,,,,,,,roll_alignment_no_cross_contract_returns,,,,,,,,,,,,status,,,,,,,PASS,GC.v.0,,,,,,
,,,,,,included_rows=3637; gaps_gt_1_day=765; non_prior_prev_rows=0,,,,,,,,,previous_close_from_prior_available_trading_day,,,,,,,,,,,,status,,,,,,,PASS,GC.v.0,,,,,,
,,,,,,INCLUDED: 3637,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,calendar_closed: 1601,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,calendar_closed;missing_previous_close: 3,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,calendar_early_close_before_effective_close: 68,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,calendar_early_close_before_effective_close;previous_close_cross_instrument: 2,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:close,lh_entry_next_open: 1",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:close_minus_30: 8,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:close_minus_30,lh_entry_next_open: 2",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:close_minus_60: 7,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:close_minus_60,close_minus_30: 4",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:close_minus_60,close_minus_30,close: 2",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:close_minus_60,close_minus_30,close,lh_entry_next_open: 2",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:close_minus_60,close_minus_30,lh_entry_next_open: 5",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:close_minus_60,lh_entry_next_open: 3",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:lh_entry_next_open: 1,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:open_plus_30: 4,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:open_plus_30,close: 2",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:open_plus_30,close,lh_entry_next_open: 1",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:open_plus_30,close_minus_30: 1",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:open_plus_30,close_minus_30,lh_entry_next_open: 3",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:open_plus_30,close_minus_60: 2",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:open_plus_30,close_minus_60,close_minus_30,close,lh_entry_next_open: 3",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:open_plus_30,close_minus_60,close_minus_30,lh_entry_next_open: 2",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:open_plus_30,close_minus_60,lh_entry_next_open: 1",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:open_plus_30,lh_entry_next_open: 2",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:window_start: 2,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:window_start,close_minus_30,lh_entry_next_open: 1",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:window_start,close_minus_60,close_minus_30: 1",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:window_start,close_minus_60,close_minus_30,close,lh_entry_next_open: 1",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:window_start,close_minus_60,close_minus_30,lh_entry_next_open: 1",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:window_start,close_minus_60,lh_entry_next_open: 1",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:window_start,lh_entry_next_open: 2",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:window_start,open_plus_30: 2",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:window_start,open_plus_30,close_minus_30: 1",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:window_start,open_plus_30,close_minus_30,close,lh_entry_next_open: 1",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:window_start,open_plus_30,close_minus_30,lh_entry_next_open: 1",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:window_start,open_plus_30,close_minus_60,close_minus_30: 1",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:window_start,open_plus_30,close_minus_60,close_minus_30,close,lh_entry_next_open: 12",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:window_start,open_plus_30,close_minus_60,close_minus_30,lh_entry_next_open: 1",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:window_start,open_plus_30,lh_entry_next_open: 1",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,missing_previous_close: 2,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,previous_close_cross_instrument: 75,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,GC.v.0,,,,,,
,,,,,,missing_boundary_dates=1756; included_missing=0,,,,,,,,,missing_exact_boundaries_are_dropped,,,,,,,,,,,,status,,,,,,,PASS,GC.v.0,,,,,,
,,,,,,early_close_dates=70; included_early_closes=0,,,,,,,,,early_closes_deleted_main_sample,,,,,,,,,,,,status,,,,,,,PASS,GC.v.0,,,,,,
,,,,,,max_error=4.441e-16; failures=0,,,,,,,,,rod_identity_error_lt_1e-10,,,,,,,,,,,,status,,,,,,,PASS,GC.v.0,,,,,,
,,,,,,train_end=2020-05-28; oos_rows=1223; oos_rows_not_after_train_end=0,,,,,,,,,oos_fixed_split_no_future_training_data,,,,,,,,,,,,status,,,,,,,PASS,GC.v.0,,,,,,
,,,,,,has_LH=True; has_LH_executable=True,,,,,,,,,strategy_statistical_and_executable_lh_separated,,,,,,,,,,,,status,,,,,,,PASS,GC.v.0,,,,,,
,,,,,,duplicate_rows=0; raw_rows=5171606,,,,,,,,,raw_duplicate_symbol_instrument_ts_event,,,,,,,,,,,,status,,,,,,,PASS,CL.v.0,,,,,,
,,,,,,bad_price_rows=0,,,,,,,,,raw_nonpositive_nan_inf_prices,,,,,,,,,,,,status,,,,,,,PASS,CL.v.0,,,,,,
,,,,,,mismatch_dates=190; included_mismatches=0,,,,,,,,,roll_alignment_no_cross_contract_returns,,,,,,,,,,,,status,,,,,,,PASS,CL.v.0,,,,,,
,,,,,,included_rows=3570; gaps_gt_1_day=702; non_prior_prev_rows=0,,,,,,,,,previous_close_from_prior_available_trading_day,,,,,,,,,,,,status,,,,,,,PASS,CL.v.0,,,,,,
,,,,,,INCLUDED: 3570,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,CL.v.0,,,,,,
,,,,,,calendar_closed: 1601,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,CL.v.0,,,,,,
,,,,,,calendar_closed;missing_previous_close: 3,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,CL.v.0,,,,,,
,,,,,,calendar_early_close_before_effective_close: 75,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,CL.v.0,,,,,,
,,,,,,calendar_early_close_before_effective_close;previous_close_cross_instrument: 10,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,CL.v.0,,,,,,
,,,,,,missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:close: 1,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,CL.v.0,,,,,,
,,,,,,missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:close_minus_30: 1,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,CL.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:close_minus_30,close,lh_entry_next_open: 8",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,CL.v.0,,,,,,
,,,,,,missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:close_minus_60: 10,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,CL.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:close_minus_60,close_minus_30,close,lh_entry_next_open: 2",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,CL.v.0,,,,,,
,,,,,,missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:lh_entry_next_open: 1,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,CL.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:window_start,open_plus_30: 1",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,CL.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:window_start,open_plus_30,close_minus_60,close_minus_30,close,lh_entry_next_open: 8",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,CL.v.0,,,,,,
,,,,,,missing_previous_close: 2,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,CL.v.0,,,,,,
,,,,,,previous_close_cross_instrument: 180,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,CL.v.0,,,,,,
,,,,,,missing_boundary_dates=1715; included_missing=0,,,,,,,,,missing_exact_boundaries_are_dropped,,,,,,,,,,,,status,,,,,,,PASS,CL.v.0,,,,,,
,,,,,,early_close_dates=85; included_early_closes=0,,,,,,,,,early_closes_deleted_main_sample,,,,,,,,,,,,status,,,,,,,PASS,CL.v.0,,,,,,
,,,,,,max_error=4.441e-16; failures=0,,,,,,,,,rod_identity_error_lt_1e-10,,,,,,,,,,,,status,,,,,,,PASS,CL.v.0,,,,,,
,,,,,,train_end=2020-05-29; oos_rows=1207; oos_rows_not_after_train_end=0,,,,,,,,,oos_fixed_split_no_future_training_data,,,,,,,,,,,,status,,,,,,,PASS,CL.v.0,,,,,,
,,,,,,has_LH=True; has_LH_executable=True,,,,,,,,,strategy_statistical_and_executable_lh_separated,,,,,,,,,,,,status,,,,,,,PASS,CL.v.0,,,,,,
,,,,,,duplicate_rows=0; raw_rows=4799435,,,,,,,,,raw_duplicate_symbol_instrument_ts_event,,,,,,,,,,,,status,,,,,,,PASS,ZN.v.0,,,,,,
,,,,,,bad_price_rows=0,,,,,,,,,raw_nonpositive_nan_inf_prices,,,,,,,,,,,,status,,,,,,,PASS,ZN.v.0,,,,,,
,,,,,,mismatch_dates=68; included_mismatches=0,,,,,,,,,roll_alignment_no_cross_contract_returns,,,,,,,,,,,,status,,,,,,,PASS,ZN.v.0,,,,,,
,,,,,,included_rows=3618; gaps_gt_1_day=763; non_prior_prev_rows=0,,,,,,,,,previous_close_from_prior_available_trading_day,,,,,,,,,,,,status,,,,,,,PASS,ZN.v.0,,,,,,
,,,,,,INCLUDED: 3618,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,ZN.v.0,,,,,,
,,,,,,calendar_closed: 1601,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,ZN.v.0,,,,,,
,,,,,,calendar_closed;missing_previous_close: 3,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,ZN.v.0,,,,,,
,,,,,,calendar_early_close_before_effective_close: 108,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,ZN.v.0,,,,,,
,,,,,,calendar_early_close_before_effective_close;previous_close_cross_instrument: 9,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,ZN.v.0,,,,,,
,,,,,,missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:close_minus_30: 14,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,ZN.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:close_minus_30,lh_entry_next_open: 4",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,ZN.v.0,,,,,,
,,,,,,missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:close_minus_60: 17,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,ZN.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:close_minus_60,close_minus_30,close,lh_entry_next_open: 7",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,ZN.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:close_minus_60,close_minus_30,lh_entry_next_open: 2",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,ZN.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:close_minus_60,lh_entry_next_open: 2",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,ZN.v.0,,,,,,
,,,,,,missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:lh_entry_next_open: 14,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,ZN.v.0,,,,,,
,,,,,,missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:open_plus_30: 5,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,ZN.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:open_plus_30,close_minus_60: 1",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,ZN.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:open_plus_30,close_minus_60,close_minus_30,close,lh_entry_next_open: 1",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,ZN.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:open_plus_30,lh_entry_next_open: 3",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,ZN.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:window_start,close_minus_60,lh_entry_next_open: 1",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,ZN.v.0,,,,,,
,,,,,,"missing_exact_boundary_source_on_calendar_day;missing_exact_boundary_source:window_start,open_plus_30,close_minus_60,close_minus_30,close,lh_entry_next_open: 2",,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,ZN.v.0,,,,,,
,,,,,,missing_previous_close: 2,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,ZN.v.0,,,,,,
,,,,,,previous_close_cross_instrument: 59,,,,,,,,,drop_reason,,,,,,,,,,,,drop_reason_count,,,,,,,INFO,ZN.v.0,,,,,,
,,,,,,missing_boundary_dates=1794; included_missing=0,,,,,,,,,missing_exact_boundaries_are_dropped,,,,,,,,,,,,status,,,,,,,PASS,ZN.v.0,,,,,,
,,,,,,early_close_dates=117; included_early_closes=0,,,,,,,,,early_closes_deleted_main_sample,,,,,,,,,,,,status,,,,,,,PASS,ZN.v.0,,,,,,
,,,,,,max_error=4.441e-16; failures=0,,,,,,,,,rod_identity_error_lt_1e-10,,,,,,,,,,,,status,,,,,,,PASS,ZN.v.0,,,,,,
,,,,,,train_end=2020-05-28; oos_rows=1221; oos_rows_not_after_train_end=0,,,,,,,,,oos_fixed_split_no_future_training_data,,,,,,,,,,,,status,,,,,,,PASS,ZN.v.0,,,,,,
