N,abs_value,bad_price_rows,calendar_close_clock,check,current_raw_symbol,detail,drop_reason,duplicate_rows,end_date,equation,expected_source_clock,gap_days,handling,include,item,missing_boundary_sources,newey_west_lag_rule,ny_date,p_close,p_close_minus_30,p_close_minus_60,p_open_plus_30,p_previous_close,prediction_date,previous_close_raw_symbol,previous_trade_date,record_type,rows,sample,severity,source_close_ts_new_york,source_close_ts_utc,start_date,status,symbol,trade_date,training_cutoff_date,utc_date,value,variable,weekday
,,,,,GCG4,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCZ3,2013-11-29,roll_mismatch,,,,,,,,GC.v.0,2013-12-02,,,,,
,,,,,GCJ4,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCG4,2014-01-31,roll_mismatch,,,,,,,,GC.v.0,2014-02-03,,,,,
,,,,,GCM4,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCJ4,2014-03-28,roll_mismatch,,,,,,,,GC.v.0,2014-03-31,,,,,
,,,,,GCQ4,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCM4,2014-05-30,roll_mismatch,,,,,,,,GC.v.0,2014-06-02,,,,,
,,,,,GCZ4,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCQ4,2014-07-31,roll_mismatch,,,,,,,,GC.v.0,2014-08-01,,,,,
,,,,,GCG5,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCZ4,2014-11-26,roll_mismatch,,,,,,,,GC.v.0,2014-12-01,,,,,
,,,,,GCJ5,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCG5,2015-01-30,roll_mismatch,,,,,,,,GC.v.0,2015-02-02,,,,,
,,,,,GCM5,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCJ5,2015-03-31,roll_mismatch,,,,,,,,GC.v.0,2015-04-01,,,,,
,,,,,GCQ5,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCM5,2015-05-28,roll_mismatch,,,,,,,,GC.v.0,2015-06-01,,,,,
,,,,,GCZ5,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCQ5,2015-07-31,roll_mismatch,,,,,,,,GC.v.0,2015-08-03,,,,,
,,,,,GCG6,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCZ5,2015-11-27,roll_mismatch,,,,,,,,GC.v.0,2015-11-30,,,,,
,,,,,GCJ6,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCG6,2016-01-29,roll_mismatch,,,,,,,,GC.v.0,2016-02-01,,,,,
,,,,,GCM6,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCJ6,2016-03-30,roll_mismatch,,,,,,,,GC.v.0,2016-03-31,,,,,
,,,,,GCQ6,,calendar_early_close_before_effective_close;previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCM6,2016-05-27,roll_mismatch,,,,,,,,GC.v.0,2016-05-30,,,,,
,,,,,GCQ6,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCM6,2016-05-27,roll_mismatch,,,,,,,,GC.v.0,2016-05-31,,,,,
,,,,,GCZ6,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCQ6,2016-07-29,roll_mismatch,,,,,,,,GC.v.0,2016-08-01,,,,,
,,,,,GCG7,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCZ6,2016-11-30,roll_mismatch,,,,,,,,GC.v.0,2016-12-01,,,,,
,,,,,GCJ7,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCG7,2017-01-31,roll_mismatch,,,,,,,,GC.v.0,2017-02-01,,,,,
,,,,,GCM7,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCJ7,2017-03-31,roll_mismatch,,,,,,,,GC.v.0,2017-04-03,,,,,
,,,,,GCQ7,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCM7,2017-05-31,roll_mismatch,,,,,,,,GC.v.0,2017-06-01,,,,,
,,,,,GCZ7,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCQ7,2017-07-28,roll_mismatch,,,,,,,,GC.v.0,2017-07-31,,,,,
,,,,,GCG8,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCZ7,2017-11-30,roll_mismatch,,,,,,,,GC.v.0,2017-12-01,,,,,
,,,,,GCJ8,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCG8,2018-01-30,roll_mismatch,,,,,,,,GC.v.0,2018-02-01,,,,,
,,,,,GCM8,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCJ8,2018-03-28,roll_mismatch,,,,,,,,GC.v.0,2018-03-29,,,,,
,,,,,GCQ8,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCM8,2018-05-31,roll_mismatch,,,,,,,,GC.v.0,2018-06-01,,,,,
,,,,,GCZ8,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCQ8,2018-07-31,roll_mismatch,,,,,,,,GC.v.0,2018-08-01,,,,,
,,,,,GCG9,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCZ8,2018-11-30,roll_mismatch,,,,,,,,GC.v.0,2018-12-03,,,,,
,,,,,GCJ9,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCG9,2019-01-31,roll_mismatch,,,,,,,,GC.v.0,2019-02-01,,,,,
,,,,,GCM9,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCJ9,2019-03-29,roll_mismatch,,,,,,,,GC.v.0,2019-04-01,,,,,
,,,,,GCQ9,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCM9,2019-05-30,roll_mismatch,,,,,,,,GC.v.0,2019-05-31,,,,,
,,,,,GCZ9,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCQ9,2019-07-30,roll_mismatch,,,,,,,,GC.v.0,2019-08-01,,,,,
,,,,,GCG0,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCZ9,2019-11-27,roll_mismatch,,,,,,,,GC.v.0,2019-11-29,,,,,
,,,,,GCJ0,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCG0,2020-01-30,roll_mismatch,,,,,,,,GC.v.0,2020-02-03,,,,,
,,,,,GCM0,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCJ0,2020-03-27,roll_mismatch,,,,,,,,GC.v.0,2020-03-30,,,,,
,,,,,GCQ0,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,GCM0,2020-05-28,roll_mismatch,,,,,,,,GC.v.0,2020-05-29,,,,,
,,,,,CLH1,,calendar_early_close_before_effective_close;previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLG1,2021-01-15,roll_mismatch,,,,,,,,CL.v.0,2021-01-18,,,,,
,,,,,CLH1,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLG1,2021-01-15,roll_mismatch,,,,,,,,CL.v.0,2021-01-19,,,,,
,,,,,CLJ1,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLH1,2021-02-18,roll_mismatch,,,,,,,,CL.v.0,2021-02-19,,,,,
,,,,,CLK1,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLJ1,2021-03-18,roll_mismatch,,,,,,,,CL.v.0,2021-03-19,,,,,
,,,,,CLM1,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLK1,2021-04-16,roll_mismatch,,,,,,,,CL.v.0,2021-04-19,,,,,
,,,,,CLN1,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLM1,2021-05-19,roll_mismatch,,,,,,,,CL.v.0,2021-05-20,,,,,
,,,,,CLQ1,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLN1,2021-06-18,roll_mismatch,,,,,,,,CL.v.0,2021-06-21,,,,,
,,,,,CLU1,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLQ1,2021-07-16,roll_mismatch,,,,,,,,CL.v.0,2021-07-19,,,,,
,,,,,CLV1,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLU1,2021-08-19,roll_mismatch,,,,,,,,CL.v.0,2021-08-20,,,,,
,,,,,CLX1,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLV1,2021-09-17,roll_mismatch,,,,,,,,CL.v.0,2021-09-20,,,,,
,,,,,CLZ1,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLX1,2021-10-15,roll_mismatch,,,,,,,,CL.v.0,2021-10-18,,,,,
,,,,,CLF2,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLZ1,2021-11-18,roll_mismatch,,,,,,,,CL.v.0,2021-11-19,,,,,
,,,,,CLG2,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLF2,2021-12-17,roll_mismatch,,,,,,,,CL.v.0,2021-12-20,,,,,
,,,,,CLH2,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLG2,2022-01-19,roll_mismatch,,,,,,,,CL.v.0,2022-01-20,,,,,
,,,,,CLJ2,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLH2,2022-02-18,roll_mismatch,,,,,,,,CL.v.0,2022-02-21,,,,,
,,,,,CLK2,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLJ2,2022-03-18,roll_mismatch,,,,,,,,CL.v.0,2022-03-21,,,,,
,,,,,CLM2,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLK2,2022-04-19,roll_mismatch,,,,,,,,CL.v.0,2022-04-20,,,,,
,,,,,CLN2,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLM2,2022-05-19,roll_mismatch,,,,,,,,CL.v.0,2022-05-20,,,,,
,,,,,CLQ2,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLN2,2022-06-17,roll_mismatch,,,,,,,,CL.v.0,2022-06-20,,,,,
,,,,,CLU2,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLQ2,2022-07-19,roll_mismatch,,,,,,,,CL.v.0,2022-07-20,,,,,
,,,,,CLV2,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLU2,2022-08-19,roll_mismatch,,,,,,,,CL.v.0,2022-08-22,,,,,
,,,,,CLX2,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLV2,2022-09-16,roll_mismatch,,,,,,,,CL.v.0,2022-09-19,,,,,
,,,,,CLZ2,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLX2,2022-10-18,roll_mismatch,,,,,,,,CL.v.0,2022-10-19,,,,,
,,,,,CLF3,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLZ2,2022-11-18,roll_mismatch,,,,,,,,CL.v.0,2022-11-21,,,,,
,,,,,CLG3,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLF3,2022-12-16,roll_mismatch,,,,,,,,CL.v.0,2022-12-19,,,,,
,,,,,CLH3,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLG3,2023-01-19,roll_mismatch,,,,,,,,CL.v.0,2023-01-20,,,,,
,,,,,CLJ3,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLH3,2023-02-17,roll_mismatch,,,,,,,,CL.v.0,2023-02-20,,,,,
,,,,,CLK3,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLJ3,2023-03-17,roll_mismatch,,,,,,,,CL.v.0,2023-03-20,,,,,
,,,,,CLM3,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLK3,2023-04-18,roll_mismatch,,,,,,,,CL.v.0,2023-04-19,,,,,
,,,,,CLN3,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLM3,2023-05-19,roll_mismatch,,,,,,,,CL.v.0,2023-05-22,,,,,
,,,,,CLQ3,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLN3,2023-06-16,roll_mismatch,,,,,,,,CL.v.0,2023-06-19,,,,,
,,,,,CLU3,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLQ3,2023-07-18,roll_mismatch,,,,,,,,CL.v.0,2023-07-19,,,,,
,,,,,CLV3,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLU3,2023-08-18,roll_mismatch,,,,,,,,CL.v.0,2023-08-21,,,,,
,,,,,CLX3,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLV3,2023-09-15,roll_mismatch,,,,,,,,CL.v.0,2023-09-18,,,,,
,,,,,CLZ3,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLX3,2023-10-18,roll_mismatch,,,,,,,,CL.v.0,2023-10-19,,,,,
,,,,,CLF4,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLZ3,2023-11-17,roll_mismatch,,,,,,,,CL.v.0,2023-11-20,,,,,
,,,,,CLG4,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLF4,2023-12-15,roll_mismatch,,,,,,,,CL.v.0,2023-12-18,,,,,
,,,,,CLH4,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLG4,2024-01-18,roll_mismatch,,,,,,,,CL.v.0,2024-01-19,,,,,
,,,,,CLJ4,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLH4,2024-02-16,roll_mismatch,,,,,,,,CL.v.0,2024-02-19,,,,,
,,,,,CLK4,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLJ4,2024-03-15,roll_mismatch,,,,,,,,CL.v.0,2024-03-18,,,,,
,,,,,CLM4,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLK4,2024-04-18,roll_mismatch,,,,,,,,CL.v.0,2024-04-19,,,,,
,,,,,CLN4,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLM4,2024-05-17,roll_mismatch,,,,,,,,CL.v.0,2024-05-20,,,,,
,,,,,CLQ4,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLN4,2024-06-14,roll_mismatch,,,,,,,,CL.v.0,2024-06-17,,,,,
,,,,,CLU4,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLQ4,2024-07-18,roll_mismatch,,,,,,,,CL.v.0,2024-07-19,,,,,
,,,,,CLV4,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLU4,2024-08-16,roll_mismatch,,,,,,,,CL.v.0,2024-08-19,,,,,
,,,,,CLX4,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLV4,2024-09-18,roll_mismatch,,,,,,,,CL.v.0,2024-09-19,,,,,
,,,,,CLZ4,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLX4,2024-10-18,roll_mismatch,,,,,,,,CL.v.0,2024-10-21,,,,,
,,,,,CLF5,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLZ4,2024-11-19,roll_mismatch,,,,,,,,CL.v.0,2024-11-20,,,,,
,,,,,CLG5,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLF5,2024-12-17,roll_mismatch,,,,,,,,CL.v.0,2024-12-18,,,,,
,,,,,CLH5,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLG5,2025-01-14,roll_mismatch,,,,,,,,CL.v.0,2025-01-15,,,,,
,,,,,CLJ5,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLH5,2025-02-14,roll_mismatch,,,,,,,,CL.v.0,2025-02-17,,,,,
,,,,,CLK5,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLJ5,2025-03-18,roll_mismatch,,,,,,,,CL.v.0,2025-03-19,,,,,
,,,,,CLM5,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLK5,2025-04-16,roll_mismatch,,,,,,,,CL.v.0,2025-04-17,,,,,
,,,,,CLN5,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLM5,2025-05-16,roll_mismatch,,,,,,,,CL.v.0,2025-05-19,,,,,
,,,,,CLQ5,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLN5,2025-06-13,roll_mismatch,,,,,,,,CL.v.0,2025-06-16,,,,,
,,,,,CLU5,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLQ5,2025-07-17,roll_mismatch,,,,,,,,CL.v.0,2025-07-18,,,,,
,,,,,CLV5,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLU5,2025-08-15,roll_mismatch,,,,,,,,CL.v.0,2025-08-18,,,,,
,,,,,CLX5,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLV5,2025-09-18,roll_mismatch,,,,,,,,CL.v.0,2025-09-19,,,,,
,,,,,CLZ5,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLX5,2025-10-16,roll_mismatch,,,,,,,,CL.v.0,2025-10-17,,,,,
,,,,,CLF6,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLZ5,2025-11-18,roll_mismatch,,,,,,,,CL.v.0,2025-11-19,,,,,
,,,,,CLG6,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLF6,2025-12-17,roll_mismatch,,,,,,,,CL.v.0,2025-12-18,,,,,
,,,,,CLQ0,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLN0,2010-06-18,roll_mismatch,,,,,,,,CL.v.0,2010-06-21,,,,,
,,,,,CLU0,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLQ0,2010-07-20,roll_mismatch,,,,,,,,CL.v.0,2010-07-21,,,,,
,,,,,CLV0,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLU0,2010-08-19,roll_mismatch,,,,,,,,CL.v.0,2010-08-20,,,,,
,,,,,CLX0,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLV0,2010-09-17,roll_mismatch,,,,,,,,CL.v.0,2010-09-20,,,,,
,,,,,CLZ0,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLX0,2010-10-19,roll_mismatch,,,,,,,,CL.v.0,2010-10-20,,,,,
,,,,,CLF1,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLZ0,2010-11-18,roll_mismatch,,,,,,,,CL.v.0,2010-11-19,,,,,
,,,,,CLG1,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLF1,2010-12-17,roll_mismatch,,,,,,,,CL.v.0,2010-12-20,,,,,
,,,,,CLH1,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLG1,2011-01-19,roll_mismatch,,,,,,,,CL.v.0,2011-01-20,,,,,
,,,,,CLJ1,,calendar_early_close_before_effective_close;previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLH1,2011-02-18,roll_mismatch,,,,,,,,CL.v.0,2011-02-21,,,,,
,,,,,CLJ1,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLH1,2011-02-18,roll_mismatch,,,,,,,,CL.v.0,2011-02-22,,,,,
,,,,,CLK1,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLJ1,2011-03-18,roll_mismatch,,,,,,,,CL.v.0,2011-03-21,,,,,
,,,,,CLM1,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLK1,2011-04-19,roll_mismatch,,,,,,,,CL.v.0,2011-04-20,,,,,
,,,,,CLN1,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLM1,2011-05-19,roll_mismatch,,,,,,,,CL.v.0,2011-05-20,,,,,
,,,,,CLQ1,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLN1,2011-06-21,roll_mismatch,,,,,,,,CL.v.0,2011-06-22,,,,,
,,,,,CLU1,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLQ1,2011-07-20,roll_mismatch,,,,,,,,CL.v.0,2011-07-21,,,,,
,,,,,CLV1,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLU1,2011-08-19,roll_mismatch,,,,,,,,CL.v.0,2011-08-22,,,,,
,,,,,CLX1,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLV1,2011-09-20,roll_mismatch,,,,,,,,CL.v.0,2011-09-21,,,,,
,,,,,CLZ1,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLX1,2011-10-19,roll_mismatch,,,,,,,,CL.v.0,2011-10-20,,,,,
,,,,,CLF2,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLZ1,2011-11-18,roll_mismatch,,,,,,,,CL.v.0,2011-11-21,,,,,
,,,,,CLG2,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLF2,2011-12-20,roll_mismatch,,,,,,,,CL.v.0,2011-12-21,,,,,
,,,,,CLH2,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLG2,2012-01-20,roll_mismatch,,,,,,,,CL.v.0,2012-01-23,,,,,
,,,,,CLJ2,,calendar_early_close_before_effective_close;previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLH2,2012-02-17,roll_mismatch,,,,,,,,CL.v.0,2012-02-20,,,,,
,,,,,CLJ2,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLH2,2012-02-17,roll_mismatch,,,,,,,,CL.v.0,2012-02-21,,,,,
,,,,,CLK2,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLJ2,2012-03-20,roll_mismatch,,,,,,,,CL.v.0,2012-03-21,,,,,
,,,,,CLM2,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLK2,2012-04-20,roll_mismatch,,,,,,,,CL.v.0,2012-04-23,,,,,
,,,,,CLN2,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLM2,2012-05-22,roll_mismatch,,,,,,,,CL.v.0,2012-05-23,,,,,
,,,,,CLQ2,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLN2,2012-06-20,roll_mismatch,,,,,,,,CL.v.0,2012-06-21,,,,,
,,,,,CLU2,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLQ2,2012-07-20,roll_mismatch,,,,,,,,CL.v.0,2012-07-23,,,,,
,,,,,CLV2,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLU2,2012-08-21,roll_mismatch,,,,,,,,CL.v.0,2012-08-22,,,,,
,,,,,CLX2,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLV2,2012-09-20,roll_mismatch,,,,,,,,CL.v.0,2012-09-21,,,,,
,,,,,CLZ2,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLX2,2012-10-19,roll_mismatch,,,,,,,,CL.v.0,2012-10-22,,,,,
,,,,,CLF3,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLZ2,2012-11-16,roll_mismatch,,,,,,,,CL.v.0,2012-11-19,,,,,
,,,,,CLG3,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLF3,2012-12-19,roll_mismatch,,,,,,,,CL.v.0,2012-12-20,,,,,
,,,,,CLH3,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLG3,2013-01-18,roll_mismatch,,,,,,,,CL.v.0,2013-01-22,,,,,
,,,,,CLJ3,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLH3,2013-02-20,roll_mismatch,,,,,,,,CL.v.0,2013-02-21,,,,,
,,,,,CLK3,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLJ3,2013-03-19,roll_mismatch,,,,,,,,CL.v.0,2013-03-20,,,,,
,,,,,CLM3,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLK3,2013-04-19,roll_mismatch,,,,,,,,CL.v.0,2013-04-22,,,,,
,,,,,CLN3,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLM3,2013-05-21,roll_mismatch,,,,,,,,CL.v.0,2013-05-22,,,,,
,,,,,CLQ3,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLN3,2013-06-19,roll_mismatch,,,,,,,,CL.v.0,2013-06-20,,,,,
,,,,,CLU3,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLQ3,2013-07-19,roll_mismatch,,,,,,,,CL.v.0,2013-07-22,,,,,
,,,,,CLV3,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLU3,2013-08-16,roll_mismatch,,,,,,,,CL.v.0,2013-08-19,,,,,
,,,,,CLX3,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLV3,2013-09-19,roll_mismatch,,,,,,,,CL.v.0,2013-09-20,,,,,
,,,,,CLZ3,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLX3,2013-10-18,roll_mismatch,,,,,,,,CL.v.0,2013-10-21,,,,,
,,,,,CLF4,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLZ3,2013-11-20,roll_mismatch,,,,,,,,CL.v.0,2013-11-21,,,,,
,,,,,CLG4,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLF4,2013-12-18,roll_mismatch,,,,,,,,CL.v.0,2013-12-19,,,,,
,,,,,CLH4,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLG4,2014-01-17,roll_mismatch,,,,,,,,CL.v.0,2014-01-21,,,,,
,,,,,CLJ4,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLH4,2014-02-19,roll_mismatch,,,,,,,,CL.v.0,2014-02-20,,,,,
,,,,,CLK4,,previous_close_cross_instrument,,,,,,drop_main_sample,False,,,,,,,,,,,CLJ4,2014-03-19,roll_mismatch,,,,,,,,CL.v.0,2014-03-20,,,,,
