symbol,metric_basis,v0_beta_x100,v1_beta_x100,v0_t,v1_t,v0_p,v1_p,v0_adj_r2_x100,v1_adj_r2_x100,v0_oos_r2_x100,v1_oos_r2_x100,v0_sharpe,v1_sharpe,v0_n,v1_n
ES.v.0,Eq7 replication; OOS R2 frozen_2020; strategy timing_rROD gross paper_statistical,4.215473208723617,6.137308557817975,2.3232883713552597,2.649017799538709,0.0202454416538829,0.008125045347517,2.106355213073219,4.02080776796293,-3.792109049479664,-6.161043792796406,0.8185670448311627,0.9891254579457692,2443,2424
NQ.v.0,Eq7 replication; OOS R2 frozen_2020; strategy timing_rROD gross paper_statistical,3.185003966689817,4.885645483037616,1.933082347604647,2.2351496364554677,0.0533415774188788,0.0254983578413727,1.2913993274747626,2.855230941533049,-2.403368546613316,-4.737414796552719,0.6647603463375202,0.8861607462839456,2443,2424
GC.v.0,Eq7 replication; OOS R2 frozen_2020; strategy timing_rROD gross paper_statistical,1.4505238261235374,2.4080689431177955,2.727017549718232,4.482656182342921,0.0064370928141009,7.71927507339606e-06,0.828691587826158,2.245263504500128,-0.7001442224586096,-2.1162460260779836,0.3509132078153203,1.034634392559742,2421,2396
CL.v.0,Eq7 replication; OOS R2 frozen_2020; strategy timing_rROD gross paper_statistical,-6.754889804334163,-3.8850080171205272,-0.8670283038931952,-0.5941433904567771,0.3860152092461713,0.552473572206648,4.411136836510443,1.561929610556012,-10.695354877464336,-3.0902923418055117,0.2173324952322178,0.4895113796789467,2347,2345
ZN.v.0,Eq7 replication; OOS R2 frozen_2020; strategy timing_rROD gross paper_statistical,1.669285821949691,2.0373042404942523,2.681846382646436,3.236441441869353,0.0073714749781323,0.0012269297990155,0.6631478625382936,0.9429195880602091,0.8062677579328326,2.2609961377711874,0.6462597271861884,0.8318131541595313,2421,2379
6E.v.0,Eq7 replication; OOS R2 frozen_2020; strategy timing_rROD gross paper_statistical,0.1826053044342446,-0.1290049156760361,0.4922816161514396,-0.2775343979398853,0.6225647820264892,0.7813937404309992,-0.0304375217372809,-0.0360137802174032,-0.0307529205807677,-0.1129088742742201,0.0336976375820472,-0.2480280730014661,2430,2398
